-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2022 through 12/31/2022 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
RH2M     MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
LAT,LON,YEAR,DOY,RH2M
29.5,-5.625,2022,1,40.04
29.5,-5.0,2022,1,42.32
29.5,-4.375,2022,1,44.39
29.5,-3.75,2022,1,47.43
29.5,-3.125,2022,1,51.8
29.5,-2.5,2022,1,56.12
29.5,-1.875,2022,1,59.81
29.5,-1.25,2022,1,61.75
30.0,-10.0,2022,1,52.91
30.0,-9.375,2022,1,36.42
30.0,-8.75,2022,1,33.9
30.0,-8.125,2022,1,29.65
30.0,-7.5,2022,1,29.43
30.0,-6.875,2022,1,29.32
30.0,-6.25,2022,1,32.08
30.0,-5.625,2022,1,37.27
30.0,-5.0,2022,1,43.16
30.0,-4.375,2022,1,46.41
30.0,-3.75,2022,1,49.68
30.0,-3.125,2022,1,53.92
30.0,-2.5,2022,1,58.72
30.0,-1.875,2022,1,62.12
30.0,-1.25,2022,1,64.32
30.5,-10.0,2022,1,53.0
30.5,-9.375,2022,1,33.11
30.5,-8.75,2022,1,26.75
30.5,-8.125,2022,1,29.53
30.5,-7.5,2022,1,33.67
30.5,-6.875,2022,1,29.21
30.5,-6.25,2022,1,30.91
30.5,-5.625,2022,1,34.24
30.5,-5.0,2022,1,40.19
30.5,-4.375,2022,1,43.79
30.5,-3.75,2022,1,48.69
30.5,-3.125,2022,1,53.85
30.5,-2.5,2022,1,56.23
30.5,-1.875,2022,1,60.83
30.5,-1.25,2022,1,64.08
31.0,-10.0,2022,1,47.82
31.0,-9.375,2022,1,32.63
31.0,-8.75,2022,1,32.56
31.0,-8.125,2022,1,33.34
31.0,-7.5,2022,1,34.29
31.0,-6.875,2022,1,29.54
31.0,-6.25,2022,1,31.43
31.0,-5.625,2022,1,33.57
31.0,-5.0,2022,1,36.0
31.0,-4.375,2022,1,38.9
31.0,-3.75,2022,1,44.0
31.0,-3.125,2022,1,49.03
31.0,-2.5,2022,1,50.37
31.0,-1.875,2022,1,55.75
31.0,-1.25,2022,1,60.08
31.5,-10.0,2022,1,51.46
31.5,-9.375,2022,1,33.7
31.5,-8.75,2022,1,29.94
31.5,-8.125,2022,1,32.43
31.5,-7.5,2022,1,33.25
31.5,-6.875,2022,1,33.07
31.5,-6.25,2022,1,34.47
31.5,-5.625,2022,1,36.72
31.5,-5.0,2022,1,37.24
31.5,-4.375,2022,1,39.14
31.5,-3.75,2022,1,42.02
31.5,-3.125,2022,1,42.83
31.5,-2.5,2022,1,45.85
31.5,-1.875,2022,1,50.09
31.5,-1.25,2022,1,55.19
32.0,-10.0,2022,1,62.17
32.0,-9.375,2022,1,41.86
32.0,-8.75,2022,1,33.43
32.0,-8.125,2022,1,33.36
32.0,-7.5,2022,1,33.64
32.0,-6.875,2022,1,32.65
32.0,-6.25,2022,1,35.03
32.0,-5.625,2022,1,38.58
32.0,-5.0,2022,1,39.94
32.0,-4.375,2022,1,41.57
32.0,-3.75,2022,1,42.02
32.0,-3.125,2022,1,39.02
32.0,-2.5,2022,1,43.36
32.0,-1.875,2022,1,50.03
32.0,-1.25,2022,1,51.78
32.5,-10.0,2022,1,70.48
32.5,-9.375,2022,1,56.4
32.5,-8.75,2022,1,42.97
32.5,-8.125,2022,1,39.05
32.5,-7.5,2022,1,37.2
32.5,-6.875,2022,1,35.67
32.5,-6.25,2022,1,34.81
32.5,-5.625,2022,1,39.14
32.5,-5.0,2022,1,38.69
32.5,-4.375,2022,1,41.75
32.5,-3.75,2022,1,43.48
32.5,-3.125,2022,1,41.15
32.5,-2.5,2022,1,45.91
32.5,-1.875,2022,1,49.12
32.5,-1.25,2022,1,51.25
33.0,-10.0,2022,1,76.28
33.0,-9.375,2022,1,70.56
33.0,-8.75,2022,1,57.6
33.0,-8.125,2022,1,47.6
33.0,-7.5,2022,1,43.98
33.0,-6.875,2022,1,42.64
33.0,-6.25,2022,1,40.0
33.0,-5.625,2022,1,41.5
33.0,-5.0,2022,1,37.46
33.0,-4.375,2022,1,35.23
33.0,-3.75,2022,1,39.67
33.0,-3.125,2022,1,45.63
33.0,-2.5,2022,1,47.09
33.0,-1.875,2022,1,52.95
33.0,-1.25,2022,1,52.93
33.5,-10.0,2022,1,81.51
33.5,-9.375,2022,1,83.02
33.5,-8.75,2022,1,79.28
33.5,-8.125,2022,1,67.62
33.5,-7.5,2022,1,59.07
33.5,-6.875,2022,1,48.1
33.5,-6.25,2022,1,44.9
33.5,-5.625,2022,1,42.29
33.5,-5.0,2022,1,38.76
33.5,-4.375,2022,1,36.14
33.5,-3.75,2022,1,39.74
33.5,-3.125,2022,1,42.54
33.5,-2.5,2022,1,42.46
33.5,-1.875,2022,1,46.66
33.5,-1.25,2022,1,49.35
34.0,-10.0,2022,1,83.49
34.0,-9.375,2022,1,88.62
34.0,-8.75,2022,1,92.63
34.0,-8.125,2022,1,88.57
34.0,-7.5,2022,1,82.15
34.0,-6.875,2022,1,69.3
34.0,-6.25,2022,1,52.73
34.0,-5.625,2022,1,44.42
34.0,-5.0,2022,1,38.02
34.0,-4.375,2022,1,39.67
34.0,-3.75,2022,1,37.77
34.0,-3.125,2022,1,38.2
34.0,-2.5,2022,1,40.29
34.0,-1.875,2022,1,43.44
34.0,-1.25,2022,1,48.97
34.5,-10.0,2022,1,84.76
34.5,-9.375,2022,1,89.27
34.5,-8.75,2022,1,93.5
34.5,-8.125,2022,1,93.03
34.5,-7.5,2022,1,92.52
34.5,-6.875,2022,1,87.7
34.5,-6.25,2022,1,63.9
34.5,-5.625,2022,1,50.3
34.5,-5.0,2022,1,47.88
34.5,-4.375,2022,1,47.2
34.5,-3.75,2022,1,41.42
34.5,-3.125,2022,1,40.26
34.5,-2.5,2022,1,37.37
34.5,-1.875,2022,1,41.12
34.5,-1.25,2022,1,45.53
35.0,-10.0,2022,1,87.56
35.0,-9.375,2022,1,87.77
35.0,-8.75,2022,1,88.77
35.0,-8.125,2022,1,89.38
35.0,-7.5,2022,1,90.72
35.0,-6.875,2022,1,82.28
35.0,-6.25,2022,1,61.44
35.0,-5.625,2022,1,53.73
35.0,-5.0,2022,1,50.79
35.0,-4.375,2022,1,42.02
35.0,-3.75,2022,1,43.55
35.0,-3.125,2022,1,59.73
35.0,-2.5,2022,1,54.21
35.0,-1.875,2022,1,45.38
35.0,-1.25,2022,1,42.49
35.5,-10.0,2022,1,90.69
35.5,-9.375,2022,1,87.3
35.5,-8.75,2022,1,84.95
35.5,-8.125,2022,1,85.59
35.5,-7.5,2022,1,87.66
35.5,-6.875,2022,1,84.23
35.5,-6.25,2022,1,81.28
35.5,-5.625,2022,1,83.56
35.5,-5.0,2022,1,82.61
35.5,-4.375,2022,1,75.46
35.5,-3.75,2022,1,73.72
35.5,-3.125,2022,1,80.61
35.5,-2.5,2022,1,75.69
35.5,-1.875,2022,1,69.48
35.5,-1.25,2022,1,58.59
27.0,-10.0,2022,2,37.92
27.0,-9.375,2022,2,42.07
27.0,-8.75,2022,2,44.25
27.0,-8.125,2022,2,45.3
27.0,-7.5,2022,2,46.19
27.0,-6.875,2022,2,45.59
27.0,-6.25,2022,2,45.8
27.0,-5.625,2022,2,45.8
27.0,-5.0,2022,2,45.61
27.0,-4.375,2022,2,46.84
27.0,-3.75,2022,2,48.9
27.0,-3.125,2022,2,50.71
27.0,-2.5,2022,2,50.77
27.0,-1.875,2022,2,48.77
27.0,-1.25,2022,2,43.55
27.5,-10.0,2022,2,40.26
27.5,-9.375,2022,2,43.57
27.5,-8.75,2022,2,45.77
27.5,-8.125,2022,2,47.46
27.5,-7.5,2022,2,50.03
27.5,-6.875,2022,2,48.85
27.5,-6.25,2022,2,49.29
27.5,-5.625,2022,2,50.42
27.5,-5.0,2022,2,50.27
27.5,-4.375,2022,2,50.1
27.5,-3.75,2022,2,51.5
27.5,-3.125,2022,2,53.17
27.5,-2.5,2022,2,53.42
27.5,-1.875,2022,2,53.11
27.5,-1.25,2022,2,49.9
28.0,-10.0,2022,2,37.28
28.0,-9.375,2022,2,39.49
28.0,-8.75,2022,2,42.91
28.0,-8.125,2022,2,45.31
28.0,-7.5,2022,2,46.96
28.0,-6.875,2022,2,48.85
28.0,-6.25,2022,2,50.36
28.0,-5.625,2022,2,52.33
28.0,-5.0,2022,2,53.19
28.0,-4.375,2022,2,53.49
28.0,-3.75,2022,2,53.75
28.0,-3.125,2022,2,54.79
28.0,-2.5,2022,2,55.26
28.0,-1.875,2022,2,55.56
28.0,-1.25,2022,2,54.04
28.5,-10.0,2022,2,34.89
28.5,-9.375,2022,2,34.07
28.5,-8.75,2022,2,37.26
28.5,-8.125,2022,2,42.95
28.5,-7.5,2022,2,45.07
28.5,-6.875,2022,2,46.53
28.5,-6.25,2022,2,48.56
28.5,-5.625,2022,2,50.89
28.5,-5.0,2022,2,53.18
28.5,-4.375,2022,2,55.26
28.5,-3.75,2022,2,56.34
28.5,-3.125,2022,2,57.36
28.5,-2.5,2022,2,57.27
28.5,-1.875,2022,2,58.78
28.5,-1.25,2022,2,58.27
29.0,-10.0,2022,2,35.44
29.0,-9.375,2022,2,33.92
29.0,-8.75,2022,2,35.3
29.0,-8.125,2022,2,36.33
29.0,-7.5,2022,2,41.78
29.0,-6.875,2022,2,44.7
29.0,-6.25,2022,2,48.11
29.0,-5.625,2022,2,50.83
29.0,-5.0,2022,2,52.85
29.0,-4.375,2022,2,55.93
29.0,-3.75,2022,2,58.31
29.0,-3.125,2022,2,59.88
29.0,-2.5,2022,2,60.33
29.0,-1.875,2022,2,62.92
29.0,-1.25,2022,2,62.24
29.5,-10.0,2022,2,45.63
29.5,-9.375,2022,2,37.79
29.5,-8.75,2022,2,41.13
29.5,-8.125,2022,2,35.44
29.5,-7.5,2022,2,34.12
29.5,-6.875,2022,2,41.11
29.5,-6.25,2022,2,45.28
29.5,-5.625,2022,2,49.67
29.5,-5.0,2022,2,52.66
29.5,-4.375,2022,2,55.53
29.5,-3.75,2022,2,58.55
29.5,-3.125,2022,2,61.74
29.5,-2.5,2022,2,63.85
29.5,-1.875,2022,2,65.47
29.5,-1.25,2022,2,66.63
30.0,-10.0,2022,2,60.87
30.0,-9.375,2022,2,41.79
30.0,-8.75,2022,2,40.88
30.0,-8.125,2022,2,38.03
30.0,-7.5,2022,2,34.45
30.0,-6.875,2022,2,35.58
30.0,-6.25,2022,2,40.56
30.0,-5.625,2022,2,44.99
30.0,-5.0,2022,2,51.05
30.0,-4.375,2022,2,54.48
30.0,-3.75,2022,2,57.61
30.0,-3.125,2022,2,62.08
30.0,-2.5,2022,2,65.68
30.0,-1.875,2022,2,67.04
30.0,-1.25,2022,2,68.51
30.5,-10.0,2022,2,66.6
30.5,-9.375,2022,2,42.89
30.5,-8.75,2022,2,32.04
30.5,-8.125,2022,2,33.55
30.5,-7.5,2022,2,38.29
30.5,-6.875,2022,2,34.98
30.5,-6.25,2022,2,38.61
30.5,-5.625,2022,2,41.97
30.5,-5.0,2022,2,47.18
30.5,-4.375,2022,2,50.98
30.5,-3.75,2022,2,54.4
30.5,-3.125,2022,2,57.34
30.5,-2.5,2022,2,60.01
30.5,-1.875,2022,2,63.33
30.5,-1.25,2022,2,66.67
31.0,-10.0,2022,2,55.43
31.0,-9.375,2022,2,37.14
31.0,-8.75,2022,2,34.71
31.0,-8.125,2022,2,35.12
31.0,-7.5,2022,2,36.14
31.0,-6.875,2022,2,33.54
31.0,-6.25,2022,2,35.93
31.0,-5.625,2022,2,40.15
31.0,-5.0,2022,2,42.19
31.0,-4.375,2022,2,45.84
31.0,-3.75,2022,2,50.24
31.0,-3.125,2022,2,50.54
31.0,-2.5,2022,2,50.51
31.0,-1.875,2022,2,56.71
31.0,-1.25,2022,2,60.78
31.5,-10.0,2022,2,59.68
31.5,-9.375,2022,2,40.31
31.5,-8.75,2022,2,32.98
31.5,-8.125,2022,2,35.44
31.5,-7.5,2022,2,36.51
31.5,-6.875,2022,2,35.5
31.5,-6.25,2022,2,38.18
31.5,-5.625,2022,2,40.8
31.5,-5.0,2022,2,41.97
31.5,-4.375,2022,2,44.26
31.5,-3.75,2022,2,48.16
31.5,-3.125,2022,2,45.87
31.5,-2.5,2022,2,43.83
31.5,-1.875,2022,2,48.52
31.5,-1.25,2022,2,53.72
32.0,-10.0,2022,2,72.96
32.0,-9.375,2022,2,53.04
32.0,-8.75,2022,2,40.05
32.0,-8.125,2022,2,38.29
32.0,-7.5,2022,2,38.4
32.0,-6.875,2022,2,37.34
32.0,-6.25,2022,2,39.22
32.0,-5.625,2022,2,40.39
32.0,-5.0,2022,2,42.78
32.0,-4.375,2022,2,45.57
32.0,-3.75,2022,2,46.27
32.0,-3.125,2022,2,42.77
32.0,-2.5,2022,2,42.22
32.0,-1.875,2022,2,44.21
32.0,-1.25,2022,2,46.19
32.5,-10.0,2022,2,82.64
32.5,-9.375,2022,2,71.57
32.5,-8.75,2022,2,57.11
32.5,-8.125,2022,2,51.1
32.5,-7.5,2022,2,45.23
32.5,-6.875,2022,2,39.7
32.5,-6.25,2022,2,39.04
32.5,-5.625,2022,2,42.24
32.5,-5.0,2022,2,41.95
32.5,-4.375,2022,2,46.53
32.5,-3.75,2022,2,48.52
32.5,-3.125,2022,2,43.02
32.5,-2.5,2022,2,44.34
32.5,-1.875,2022,2,43.4
32.5,-1.25,2022,2,44.17
33.0,-10.0,2022,2,86.86
33.0,-9.375,2022,2,84.26
33.0,-8.75,2022,2,74.69
33.0,-8.125,2022,2,63.23
33.0,-7.5,2022,2,56.08
33.0,-6.875,2022,2,46.83
33.0,-6.25,2022,2,42.88
33.0,-5.625,2022,2,46.16
33.0,-5.0,2022,2,40.84
33.0,-4.375,2022,2,40.05
33.0,-3.75,2022,2,44.83
33.0,-3.125,2022,2,51.73
33.0,-2.5,2022,2,46.72
33.0,-1.875,2022,2,46.36
33.0,-1.25,2022,2,44.87
33.5,-10.0,2022,2,88.92
33.5,-9.375,2022,2,88.44
33.5,-8.75,2022,2,85.89
33.5,-8.125,2022,2,80.06
33.5,-7.5,2022,2,73.41
33.5,-6.875,2022,2,56.31
33.5,-6.25,2022,2,46.76
33.5,-5.625,2022,2,45.8
33.5,-5.0,2022,2,41.07
33.5,-4.375,2022,2,39.65
33.5,-3.75,2022,2,42.9
33.5,-3.125,2022,2,50.37
33.5,-2.5,2022,2,47.25
33.5,-1.875,2022,2,47.48
33.5,-1.25,2022,2,44.56
34.0,-10.0,2022,2,88.52
34.0,-9.375,2022,2,86.47
34.0,-8.75,2022,2,83.86
34.0,-8.125,2022,2,82.55
34.0,-7.5,2022,2,82.96
34.0,-6.875,2022,2,73.06
34.0,-6.25,2022,2,61.1
34.0,-5.625,2022,2,49.48
34.0,-5.0,2022,2,40.22
34.0,-4.375,2022,2,38.5
34.0,-3.75,2022,2,39.17
34.0,-3.125,2022,2,45.15
34.0,-2.5,2022,2,49.48
34.0,-1.875,2022,2,48.5
34.0,-1.25,2022,2,46.25
34.5,-10.0,2022,2,88.09
34.5,-9.375,2022,2,84.83
34.5,-8.75,2022,2,80.71
34.5,-8.125,2022,2,78.62
34.5,-7.5,2022,2,78.37
34.5,-6.875,2022,2,78.02
34.5,-6.25,2022,2,75.62
34.5,-5.625,2022,2,53.74
34.5,-5.0,2022,2,43.82
34.5,-4.375,2022,2,42.41
34.5,-3.75,2022,2,41.21
34.5,-3.125,2022,2,43.1
34.5,-2.5,2022,2,44.32
34.5,-1.875,2022,2,47.22
34.5,-1.25,2022,2,47.38
35.0,-10.0,2022,2,88.57
35.0,-9.375,2022,2,83.82
35.0,-8.75,2022,2,78.68
35.0,-8.125,2022,2,76.92
35.0,-7.5,2022,2,75.77
35.0,-6.875,2022,2,73.95
35.0,-6.25,2022,2,67.48
35.0,-5.625,2022,2,58.44
35.0,-5.0,2022,2,52.21
35.0,-4.375,2022,2,47.31
35.0,-3.75,2022,2,45.26
35.0,-3.125,2022,2,56.36
35.0,-2.5,2022,2,57.83
35.0,-1.875,2022,2,50.33
35.0,-1.25,2022,2,48.81
35.5,-10.0,2022,2,89.66
35.5,-9.375,2022,2,83.41
35.5,-8.75,2022,2,77.08
35.5,-8.125,2022,2,75.43
35.5,-7.5,2022,2,74.96
35.5,-6.875,2022,2,77.15
35.5,-6.25,2022,2,81.06
35.5,-5.625,2022,2,80.84
35.5,-5.0,2022,2,79.09
35.5,-4.375,2022,2,75.01
35.5,-3.75,2022,2,66.74
35.5,-3.125,2022,2,66.04
35.5,-2.5,2022,2,70.39
35.5,-1.875,2022,2,70.5
35.5,-1.25,2022,2,62.27
27.0,-10.0,2022,3,38.45
27.0,-9.375,2022,3,41.78
27.0,-8.75,2022,3,43.41
27.0,-8.125,2022,3,43.54
27.0,-7.5,2022,3,43.84
27.0,-6.875,2022,3,43.07
27.0,-6.25,2022,3,43.32
27.0,-5.625,2022,3,43.93
27.0,-5.0,2022,3,44.27
27.0,-4.375,2022,3,45.12
27.0,-3.75,2022,3,45.84
27.0,-3.125,2022,3,47.15
27.0,-2.5,2022,3,46.66
27.0,-1.875,2022,3,44.61
27.0,-1.25,2022,3,40.74
27.5,-10.0,2022,3,41.56
27.5,-9.375,2022,3,43.93
27.5,-8.75,2022,3,45.3
27.5,-8.125,2022,3,46.58
27.5,-7.5,2022,3,48.87
27.5,-6.875,2022,3,46.43
27.5,-6.25,2022,3,46.49
27.5,-5.625,2022,3,47.79
27.5,-5.0,2022,3,48.27
27.5,-4.375,2022,3,48.14
27.5,-3.75,2022,3,48.34
27.5,-3.125,2022,3,48.5
27.5,-2.5,2022,3,47.38
27.5,-1.875,2022,3,46.46
27.5,-1.25,2022,3,43.08
28.0,-10.0,2022,3,39.8
28.0,-9.375,2022,3,40.91
28.0,-8.75,2022,3,42.8
28.0,-8.125,2022,3,44.11
28.0,-7.5,2022,3,46.1
28.0,-6.875,2022,3,46.54
28.0,-6.25,2022,3,47.26
28.0,-5.625,2022,3,48.77
28.0,-5.0,2022,3,49.75
28.0,-4.375,2022,3,50.41
28.0,-3.75,2022,3,49.91
28.0,-3.125,2022,3,49.35
28.0,-2.5,2022,3,47.99
28.0,-1.875,2022,3,47.43
28.0,-1.25,2022,3,45.32
28.5,-10.0,2022,3,37.04
28.5,-9.375,2022,3,35.83
28.5,-8.75,2022,3,37.7
28.5,-8.125,2022,3,41.32
28.5,-7.5,2022,3,43.13
28.5,-6.875,2022,3,44.28
28.5,-6.25,2022,3,45.24
28.5,-5.625,2022,3,47.01
28.5,-5.0,2022,3,48.87
28.5,-4.375,2022,3,50.75
28.5,-3.75,2022,3,51.41
28.5,-3.125,2022,3,51.32
28.5,-2.5,2022,3,49.36
28.5,-1.875,2022,3,49.31
28.5,-1.25,2022,3,48.33
29.0,-10.0,2022,3,38.79
29.0,-9.375,2022,3,36.46
29.0,-8.75,2022,3,36.09
29.0,-8.125,2022,3,35.69
29.0,-7.5,2022,3,38.95
29.0,-6.875,2022,3,41.2
29.0,-6.25,2022,3,44.03
29.0,-5.625,2022,3,46.16
29.0,-5.0,2022,3,48.26
29.0,-4.375,2022,3,50.91
29.0,-3.75,2022,3,52.78
29.0,-3.125,2022,3,53.27
29.0,-2.5,2022,3,52.07
29.0,-1.875,2022,3,52.67
29.0,-1.25,2022,3,51.04
29.5,-10.0,2022,3,49.96
29.5,-9.375,2022,3,41.51
29.5,-8.75,2022,3,42.62
29.5,-8.125,2022,3,35.45
29.5,-7.5,2022,3,33.25
29.5,-6.875,2022,3,37.5
29.5,-6.25,2022,3,40.92
29.5,-5.625,2022,3,44.41
29.5,-5.0,2022,3,47.19
29.5,-4.375,2022,3,50.52
29.5,-3.75,2022,3,53.34
29.5,-3.125,2022,3,55.2
29.5,-2.5,2022,3,56.26
29.5,-1.875,2022,3,55.8
29.5,-1.25,2022,3,54.84
30.0,-10.0,2022,3,61.47
30.0,-9.375,2022,3,42.97
30.0,-8.75,2022,3,43.34
30.0,-8.125,2022,3,39.83
30.0,-7.5,2022,3,34.93
30.0,-6.875,2022,3,34.21
30.0,-6.25,2022,3,37.15
30.0,-5.625,2022,3,40.63
30.0,-5.0,2022,3,45.52
30.0,-4.375,2022,3,49.18
30.0,-3.75,2022,3,52.95
30.0,-3.125,2022,3,56.7
30.0,-2.5,2022,3,60.12
30.0,-1.875,2022,3,59.57
30.0,-1.25,2022,3,58.56
30.5,-10.0,2022,3,64.97
30.5,-9.375,2022,3,40.45
30.5,-8.75,2022,3,33.05
30.5,-8.125,2022,3,37.51
30.5,-7.5,2022,3,42.29
30.5,-6.875,2022,3,36.38
30.5,-6.25,2022,3,37.43
30.5,-5.625,2022,3,38.65
30.5,-5.0,2022,3,42.27
30.5,-4.375,2022,3,45.31
30.5,-3.75,2022,3,49.53
30.5,-3.125,2022,3,53.19
30.5,-2.5,2022,3,54.75
30.5,-1.875,2022,3,58.14
30.5,-1.25,2022,3,60.76
31.0,-10.0,2022,3,59.39
31.0,-9.375,2022,3,41.01
31.0,-8.75,2022,3,39.35
31.0,-8.125,2022,3,39.99
31.0,-7.5,2022,3,42.61
31.0,-6.875,2022,3,36.19
31.0,-6.25,2022,3,36.02
31.0,-5.625,2022,3,37.62
31.0,-5.0,2022,3,37.89
31.0,-4.375,2022,3,40.25
31.0,-3.75,2022,3,44.0
31.0,-3.125,2022,3,46.49
31.0,-2.5,2022,3,45.19
31.0,-1.875,2022,3,50.07
31.0,-1.25,2022,3,55.87
31.5,-10.0,2022,3,64.12
31.5,-9.375,2022,3,42.43
31.5,-8.75,2022,3,36.43
31.5,-8.125,2022,3,38.62
31.5,-7.5,2022,3,40.8
31.5,-6.875,2022,3,38.88
31.5,-6.25,2022,3,36.83
31.5,-5.625,2022,3,37.5
31.5,-5.0,2022,3,38.9
31.5,-4.375,2022,3,39.05
31.5,-3.75,2022,3,40.92
31.5,-3.125,2022,3,41.74
31.5,-2.5,2022,3,38.74
31.5,-1.875,2022,3,41.49
31.5,-1.25,2022,3,45.82
32.0,-10.0,2022,3,78.41
32.0,-9.375,2022,3,56.48
32.0,-8.75,2022,3,42.51
32.0,-8.125,2022,3,40.36
32.0,-7.5,2022,3,38.9
32.0,-6.875,2022,3,38.57
32.0,-6.25,2022,3,37.45
32.0,-5.625,2022,3,38.56
32.0,-5.0,2022,3,42.22
32.0,-4.375,2022,3,43.07
32.0,-3.75,2022,3,41.22
32.0,-3.125,2022,3,38.6
32.0,-2.5,2022,3,36.39
32.0,-1.875,2022,3,36.54
32.0,-1.25,2022,3,38.55
32.5,-10.0,2022,3,85.47
32.5,-9.375,2022,3,78.44
32.5,-8.75,2022,3,64.88
32.5,-8.125,2022,3,54.23
32.5,-7.5,2022,3,44.83
32.5,-6.875,2022,3,40.91
32.5,-6.25,2022,3,36.81
32.5,-5.625,2022,3,42.19
32.5,-5.0,2022,3,44.24
32.5,-4.375,2022,3,47.55
32.5,-3.75,2022,3,45.72
32.5,-3.125,2022,3,38.75
32.5,-2.5,2022,3,39.88
32.5,-1.875,2022,3,37.52
32.5,-1.25,2022,3,36.44
33.0,-10.0,2022,3,85.9
33.0,-9.375,2022,3,85.64
33.0,-8.75,2022,3,81.44
33.0,-8.125,2022,3,68.05
33.0,-7.5,2022,3,54.21
33.0,-6.875,2022,3,49.32
33.0,-6.25,2022,3,43.43
33.0,-5.625,2022,3,46.67
33.0,-5.0,2022,3,43.97
33.0,-4.375,2022,3,42.5
33.0,-3.75,2022,3,44.63
33.0,-3.125,2022,3,44.8
33.0,-2.5,2022,3,41.95
33.0,-1.875,2022,3,42.04
33.0,-1.25,2022,3,37.52
33.5,-10.0,2022,3,83.54
33.5,-9.375,2022,3,82.61
33.5,-8.75,2022,3,82.51
33.5,-8.125,2022,3,79.65
33.5,-7.5,2022,3,68.96
33.5,-6.875,2022,3,58.72
33.5,-6.25,2022,3,48.88
33.5,-5.625,2022,3,48.45
33.5,-5.0,2022,3,45.99
33.5,-4.375,2022,3,42.74
33.5,-3.75,2022,3,43.75
33.5,-3.125,2022,3,44.13
33.5,-2.5,2022,3,41.66
33.5,-1.875,2022,3,43.05
33.5,-1.25,2022,3,39.57
34.0,-10.0,2022,3,81.88
34.0,-9.375,2022,3,81.23
34.0,-8.75,2022,3,79.96
34.0,-8.125,2022,3,78.63
